400000, 50, 5523, 8033, 0, 550, 0, 0, 8037, 0, 550, 0, 0, 0
30000, 51, 770, -10, 390, 3797, 0, 0, 0, 400, 3797, 0, 0, 0
230000, 25, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264, 264
50000, 52, 15377, 17121, 17832, 18532, 19233, 20650, 2000, 1300, 1000, 1000, 2000, 0
160000, 34, 5520, 0, 0, 708, 560, 0, 0, 0, 708, 560, 0, 560
150000, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10000, 48, 3133, 1473, 9196, 8518, 8690, 7472, 0, 9196, 1106, 278, 258, 268
50000, 22, 8823, 10606, 4991, 4461, 2561, 0, 2000, 300, 200, 0, 0, 0
310000, 28, 220845, 179260, 116798, 109647, 114745, 103646, 7809, 10000, 10000, 10334, 10000, 5000
90000, 26, 92472, 92518, 91504, 91706, 91801, 91753, 4600, 4100, 3900, 4000, 3700, 3700
20000, 43, 28447, 27721, 27009, 27170, 26295, 34171, 0, 0, 924, 0, 9648, 2000
60000, 25, 56136, 57280, 56969, 58695, 57453, 61153, 2100, 2100, 2685, 2300, 4800, 3400
210000, 30, 0, 820, 718, 424, 631, 843, 820, 718, 424, 631, 843, 0
40000, 23, 34415, 35170, 34305, 34985, 35719, 36428, 1600, 0, 1250, 1296, 1302, 1348
30000, 29, 10456, 13164, 12668, 15038, 14502, 15501, 3200, 0, 2905, 0, 1386, 0
80000, 45, 81841, 74516, 69485, 30396, 30595, 29033, 4100, 2507, 2140, 2000, 1500, 1000
220000, 36, 222598, 222168, 217900, 221193, 181859, 184605, 10000, 8018, 10121, 6006, 10987, 143779
20000, 34, 780, 0, 390, 390, 390, 12190, 0, 390, 390, 390, 12190, 780
540000, 34, 1784, 892, 946, 946, 946, 946, 892, 1000, 946, 946, 946, 946
400000, 30, 68835, 60549, 63047, 65508, 66954, 68411, 2600, 3000, 3000, 2000, 2002, 3020
80000, 24, 47952, 45713, 46752, 46375, 46893, 47872, 1732, 1771, 1714, 1632, 1687, 1749
80000, 22, 1812, 390, 388, 1187, 263, 1913, 390, 388, 1191, 263, 2259, 1815
50000, 41, 3048, 4063, 5081, 6090, 6211, 6342, 1074, 1092, 1101, 222, 231, 231
130000, 43, 2798, 2732, 8072, 5723, 6232, 8873, 3228, 8141, 5744, 6232, 8873, 3982
80000, 30, 21507, 13207, 13997, 10914, 10685, 5515, 1700, 1400, 200, 1000, 0, 500
170000, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50000, 41, 45408, 36025, 0, 0, 0, 0, 2025, 0, 0, 0, 0, 0
200000, 28, 59373, 55040, 54414, 53504, 53670, 45539, 6002, 3008, 2006, 2045, 1346, 1196
110000, 25, 52059, 49709, 8504, 7277, 7774, 8261, 1150, 1330, 2500, 1000, 1000, 1000
190000, 42, 113516, 116157, 115639, 115849, 118313, 119973, 6000, 5581, 4237, 4423, 5000, 8888
80000, 28, 73606, 81876, 71029, 67915, 69190, 53606, 10200, 4000, 10000, 11700, 53606, 5000
50000, 30, 4166, 2859, 1452, 1190, 543, 920, 2859, 1452, 1190, 543, 920, 534
150000, 33, 24393, 26847, 32702, 33459, 27800, 2261, 27007, 32715, 33475, 27808, 2261, 169465
180000, 44, 16891, 0, 521, 0, 0, 0, 0, 521, 0, 0, 0, 10622
230000, 35, 68755, 35137, 34305, 22752, 5123, 0, 1607, 4305, 1000, 5123, 0, 2810
180000, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50000, 22, 50180, 38404, 29775, 0, 0, 0, 2100, 1800, 0, 0, 0, 0
20000, 24, 0, 0, 0, 0, 222, 6345, 0, 0, 0, 222, 6345, 2000
170000, 29, 14460, 738, 0, 0, 0, 0, 738, 0, 0, 0, 0, 0
360000, 31, 0, 18540, 9007, 9500, 8675, 6573, 18540, 10000, 10000, 9000, 6600, 32810
70000, 38, 24758, 25581, 16105, 17571, 18330, 16268, 1273, 1534, 2000, 1000, 1000, 1000
90000, 29, -240, -240, -240, -240, -240, -240, 0, 0, 0, 0, 0, 0
120000, 29, 632, 316, 316, 632, 316, 316, 0, 316, 632, 0, 316, 782
300000, 57, 2890, 390, 1380, 390, 1170, 390, 390, 1380, 0, 1170, 0, 0
100000, 38, 66762, 68566, 65132, 48738, 51020, 51948, 5000, 2436, 3000, 3000, 2000, 3000
20000, 41, 8777, 10461, 11583, 13079, 14546, 16149, 2000, 1600, 2000, 2000, 2000, 2000
150000, 32, 3204, 430, 29425, 30437, 31123, 28997, 0, 29425, 2000, 1528, 1518, 2000
200000, 44, 203045, 140347, 139282, 138462, 134497, 126617, 4501, 4916, 4505, 4205, 4145, 3100
500000, 34, 11765, 6599, 11421, -83, 49699, 3821, 6648, 11986, 0, 49947, 3840, 11939
360000, 52, 640, 2113, -6, 999, 944, -3, 2231, 0, 1005, 948, 0, 789
20000, 35, 17962, 17858, 17972, 16592, 15369, 16247, 1336, 1211, 1500, 1300, 1500, 1000
410000, 38, 180922, 184241, 176857, 175193, 165929, 114527, 7670, 2, 5561, 5432, 4546, 5191
160000, 31, 3089, 0, 12548, 0, 0, 0, 0, 12548, 0, 0, 0, 0
80000, 22, 48305, 48823, 41495, 36733, 27692, 27872, 1739, 1701, 1439, 980, 1005, 1216
30000, 24, 26094, 27095, 28158, 29385, 29665, 30446, 1440, 1503, 1730, 1010, 1206, 1949
360000, 48, 2119, -3, -3, -3, 711, 875, 3, 0, 0, 714, 879, 1519
220000, 36, 0, 420, 0, 584, 790, 0, 420, 0, 584, 790, 0, 1309
30000, 41, 1660, 856, 428, 428, 13749, 659, 428, 0, 428, 13749, 659, 5548
160000, 58, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443, 1443
20000, 50, 19681, 19968, 19261, 20184, 17016, 15725, 1313, 1481, 1404, 0, 0, 822
500000, 49, 4007, 9933, 14557, 53328, 58052, 37435, 10021, 14576, 53850, 58332, 37616, 46591
120000, 36, 9826, 10838, 11876, 12853, 13109, 13015, 1181, 1219, 1196, 452, 460, 463
50000, 50, 48926, 45156, 27762, 19238, 15585, 15892, 2036, 1243, 3991, 712, 715, 582
40000, 40, 776, 776, 776, 776, 1552, 776, 776, 776, 776, 1552, 0, 1459
140000, 30, 3043, 4168, 1420, 0, 49, 49, 1423, 2, 0, 49, 0, 0
60000, 23, 63143, 59608, 59182, 27882, 24574, 22330, 0, 1478, 2000, 1000, 3000, 2000
30000, 22, 28933, 30175, 29383, 29823, 30379, 29686, 2000, 0, 1200, 1162, 1097, 3846
140000, 35, 84873, 82471, 84235, 82432, 81465, 83160, 4000, 4010, 3800, 3200, 3100, 3000
180000, 39, 43507, 44282, 23946, 0, 0, 0, 2000, 2000, 0, 0, 0, 0
80000, 39, 4762, 6712, 1814, 4811, 1379, 6136, 6734, 1817, 4817, 1381, 6137, 6251
60000, 27, 836, 836, 390, 150, 1320, 780, 836, 390, 150, 1560, 0, 0
280000, 36, 183797, 168402, 161474, 152092, 145229, 148602, 6083, 5913, 5293, 5126, 5640, 5119
130000, 42, 127524, 127839, 128380, 97713, 96245, 95779, 5051, 5101, 3600, 3501, 3800, 3412
100000, 40, 89236, 90828, 83479, 73749, 68512, 72518, 3162, 3523, 3025, 2344, 5000, 3000
290000, 35, 260698, 267453, 278924, 235368, 232117, 230763, 11019, 20326, 44, 10035, 10034, 10062
310000, 35, 2948, 62593, 152141, 125325, 109142, 103020, 62635, 100042, 4017, 9184, 4081, 6042
80000, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
190000, 55, 6637, 6476, 14501, 1190, 3705, 1049, 6476, 14915, 1190, 3705, 1049, 10160
50000, 44, 43596, 46320, 43976, 44287, 38113, 30778, 5000, 0, 2500, 1500, 2000, 1000
100000, 39, 10135, 1646, 1635, 884, 0, 0, 1646, 5635, 884, 0, 0, 0
50000, 30, 34811, 30753, 6680, 0, 0, 0, 2000, 1000, 0, 0, 0, 0
20000, 51, 17612, 18820, 19717, 18701, 18726, 18501, 1800, 1500, 0, 1000, 1000, 1000
20000, 37, 19969, 19568, 19189, 13708, 11467, 10614, 1400, 2000, 1500, 1000, 1000, 2000
220000, 29, 224852, 224416, 173565, 176156, 175745, 160362, 10235, 8000, 7000, 7000, 7000, 7000
240000, 38, -25, 4078, 2223, 31136, 4367, 3632, 4103, 2223, 31136, 100, 0, 1101
220000, 31, 79226, 78693, 78297, 78980, 77817, 77569, 3900, 3500, 4000, 2700, 3000, 10000
80000, 29, 26524, 23224, 23141, 22160, 21478, 20441, 1500, 1700, 1000, 1000, 1000, 1500
330000, 30, 5014, 59970, 18585, 13835, 45476, 25125, 60207, 18585, 13835, 45476, 25125, 21370
80000, 33, 60156, 60309, 30640, 15917, 35608, 23470, 5027, 3000, 3000, 20000, 767, 1000
120000, 28, 2750, -650, -975, -1625, 2561, 4187, 0, 0, 0, 4186, 2000, 1000
80000, 24, 74377, 76137, 78366, 78400, 80000, 80000, 3000, 3455, 1960, 2000, 0, 0
290000, 28, 42601, 34927, 32034, 29620, 29822, 28502, 5000, 6010, 5000, 1200, 2000, 901
110000, 33, 105440, 105852, 111966, 106068, 109293, 105804, 5300, 11000, 0, 8077, 0, 3947
330000, 43, 15018, 17365, 19114, 14093, 16005, 4935, 3000, 2500, 3000, 3000, 170, 2000
60000, 23, 21295, 22629, 23338, 23810, 25418, 26050, 1679, 1388, 860, 2000, 1055, 2000
20000, 26, 19725, 17368, 16801, 17789, 17419, 17628, 1293, 0, 1281, 771, 640, 790
220000, 54, 2742, 3131, 2664, 891, 1927, 4250, 1500, 1500, 891, 1927, 4250, 3000
180000, 30, 149525, 152460, 154206, 135881, 130728, 123155, 7320, 6100, 9710, 4800, 0, 4300
180000, 58, 0, 0, 750, 1576, 1504, 0, 0, 750, 1576, 1504, 0, 1000
20000, 33, 10001, 20844, 5760, 3343, 1510, 0, 2000, 1500, 1007, 7, 0, 0
190000, 25, 106223, 103922, 106082, 95645, 89762, 91835, 7500, 16027, 9000, 2919, 3220, 22000
100000, 28, 79580, 81493, 82759, 83609, 85325, 87096, 3790, 3200, 3100, 3200, 3332, 3280
100000, 26, 26273, -73, -73, -73, -73, -73, 0, 0, 0, 0, 0, 0
290000, 29, 232319, 109791, 106730, 93882, 91746, 76547, 5071, 4539, 3000, 3500, 3856, 3000
390000, 33, 8243, 4610, 7599, 2947, 86790, 3628, 4644, 7677, 2947, 87476, 3639, 7769
80000, 24, 62550, 0, 10000, 18150, 7490, 7490, 10000, 10000, 18150, 7490, 7490, 7490
150000, 40, 40548, 41597, 42405, 43498, 44596, 45700, 2000, 1800, 1800, 1800, 2000, 1800
50000, 25, 40959, 43870, 42891, 43582, 44561, 45592, 3900, 0, 1700, 2000, 1900, 1800
100000, 30, 29668, 32463, 33350, 34003, 34647, 35348, 3600, 1700, 1500, 1500, 1400, 0
190000, 40, 182923, 183436, 162537, 157497, 155297, 153594, 8059, 7741, 7201, 4815, 4927, 5380
490000, 33, 58308, 64927, 60011, 49409, 39945, 49932, 10000, 8160, 7000, 2000, 37000, 3000
50000, 25, 9162, 9818, 7161, 8377, 8789, 8813, 1500, 2000, 1500, 1000, 500, 500
360000, 48, 2500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
200000, 35, 909, 2708, 3514, 2297, 928, 0, 2711, 3514, 2297, 928, 0, 2308
350000, 28, 358895, 346575, 345088, 341811, 265953, 93300, 0, 14579, 13557, 12000, 5000, 11000
100000, 41, 1594, 4612, 2098, 3494, 2086, 2379, 4612, 2099, 3494, 2086, 2379, 3219
500000, 36, 13302, 1040, 3662, 0, 1770, 3384, 1051, 3722, 0, 1770, 3384, 206
110000, 39, 111533, 110367, 112974, 108390, 107180, 107309, 5500, 5900, 5500, 5000, 5000, 4300
280000, 26, 256455, 245712, 231025, 182159, 80747, 51689, 8354, 5501, 4293, 2079, 1892, 20012
290000, 25, 78719, 71559, 66658, 68627, 61578, 59274, 2510, 2500, 3000, 3000, 3000, 3000
190000, 32, 161248, 157952, 157663, 161039, 161907, 161729, 6500, 7000, 10000, 7000, 6500, 6000
500000, 37, 6364, 1625, 517, 0, 1450, 2668, 1625, 517, 0, 1450, 2668, 1480
620000, 38, 1966, 35703, 1241, -119, 23969, 5567, 35703, 1241, 119, 24088, 0, 0
260000, 40, 1022, 1085, 0, 0, 0, 0, 1085, 0, 0, 0, 0, 300
160000, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
10000, 37, 7841, 7400, 6770, 5163, 3575, 390, 1157, 1000, 103, 72, 400, 0
220000, 31, 3785, 1137, 377, 5763, 3952, 412, 1142, 377, 5763, 3952, 412, 1294
520000, 28, 34167, 53319, 25689, 146903, 150656, 132050, 40054, 8011, 151509, 50263, 59491, 48326
230000, 29, -5, -5, 2969, 3419, 0, 1841, 0, 2974, 3425, 0, 1841, 200
240000, 27, 30589, 2225, 3708, 20694, 19771, 38603, 2239, 3700, 20739, 10003, 40115, 8756
250000, 33, 211084, 211577, 202346, 203132, 201230, 199820, 6934, 7000, 8975, 7043, 8000, 10000
50000, 23, 9978, 12493, 10447, 12247, 9195, 4995, 3000, 0, 2020, 0, 100, 2000
150000, 28, 62122, 46576, 43583, 45569, 46533, 47653, 2000, 2500, 3000, 2000, 2000, 3000
200000, 29, 69412, 69878, 64222, 50518, 44892, 76088, 4012, 2008, 3008, 9056, 36100, 22500
190000, 33, -2500, -3000, -3000, -3000, -3000, -3000, 0, 0, 0, 0, 0, 0
100000, 30, 85841, 74564, 78351, 79030, 56016, 36210, 4000, 5000, 3006, 2023, 3000, 1500
80000, 27, 42037, 43134, 44223, 43032, 43599, 41557, 2100, 2100, 2000, 2293, 1700, 2000
110000, 26, 63376, 67293, 67536, 77697, 82888, 88048, 5000, 1317, 11380, 6508, 6540, 6671
140000, 29, 97905, 100152, 100772, 101562, 103214, 88085, 4700, 3200, 3500, 3193, 0, 2304
210000, 35, 61189, 62721, 61115, 62334, 66196, 64979, 3100, 0, 2235, 4870, 0, 2563
200000, 26, 2179, 6440, 3908, -5, 1060, 2996, 6440, 3908, 5, 1065, 3000, 1108
10000, 27, 6694, 7546, 8345, 8688, 8865, 9046, 1124, 1207, 1000, 177, 181, 0
320000, 54, 156238, 156087, 153054, 79107, 70043, 71724, 10000, 10000, 10000, 2500, 3000, 3000
280000, 24, 1481, 11884, -27, 5443, -13, -13, 11943, 0, 5470, 0, 0, 0
90000, 27, 20461, 21465, 22495, 23504, 23815, 24311, 1649, 1679, 1688, 999, 1029, 1040
50000, 25, 66881, 65115, 51010, 50342, 36025, 36778, 0, 2092, 1460, 1167, 1209, 1645
50000, 42, 49624, 49357, 49366, 49221, 48848, 47545, 2100, 2150, 2200, 2000, 2000, 3000
230000, 39, 219712, 208532, 229229, 143168, 145270, 141874, 30500, 25000, 10000, 5000, 5000, 18000
90000, 35, 5488, 2380, 0, 1700, 1700, 0, 1000, 0, 1700, 1700, 0, 1664
200000, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50000, 27, 7439, 8280, 3403, 1999, 500, 0, 1028, 3423, 2005, 501, 0, 0
90000, 30, 6480, 6973, 7235, 8248, 8412, 8589, 1106, 1124, 1137, 301, 312, 373
440000, 40, 98496, 82803, 79894, 73984, 137370, 132889, 10000, 10000, 10000, 80000, 7000, 6000
170000, 53, 161858, 162402, 159863, 159700, 77043, 77047, 5800, 6500, 5000, 3000, 3000, 2500
310000, 27, 134525, 115126, 105687, 102306, 93929, 87681, 6200, 5222, 5197, 4000, 5000, 3980
310000, 31, 14015, 15377, 16393, 14855, 12662, 9628, 2000, 1300, 1461, 1000, 2000, 2000
30000, 42, 9801, 10535, 11552, 11933, 12092, 17884, 1200, 1200, 573, 500, 6000, 1200
100000, 34, 0, 0, 0, 0, 0, 315, 0, 0, 0, 0, 315, 165
300000, 48, 247279, 235093, 224062, 212480, 202148, 186955, 10005, 9500, 7500, 6914, 6100, 5500
500000, 54, 260356, 253580, 239479, 200081, 185130, 168868, 18609, 9800, 6610, 6000, 6000, 5000
500000, 29, 33252, 39078, 33086, 18304, 16604, 9505, 10000, 2014, 3030, 8006, 1000, 1000
80000, 45, 35401, 36399, 37689, 38580, 39104, 39484, 1587, 1877, 1768, 1292, 900, 1365
160000, 32, 400, 400, 400, 0, 20818, 20818, 0, 0, 0, 20818, 0, 0
130000, 25, 127125, 78165, 79306, 80974, 83635, 87287, 4000, 3000, 3000, 5000, 5000, 5000
90000, 24, 595, 207, 18189, 557, 0, 0, 207, 18281, 557, 0, 0, 0
280000, 29, 7545, 2549, 3266, 10501, 10131, 8471, 2709, 3284, 11001, 8, 6, 666
200000, 45, 45876, 35732, 18000, 27404, 2644, 2262, 1732, 1000, 27404, 2644, 2262, 4500
200000, 29, 5612, 28352, 6282, 5906, 8787, 14988, 25004, 6282, 5911, 6000, 10000, 20000
120000, 30, 686, 686, 686, 1372, 686, 836, 686, 686, 1372, 0, 836, 686
310000, 38, -41, 8198, 342, 41726, 15051, 8663, 8239, 344, 41884, 5025, 40, 3
160000, 37, 27720, 14413, 13484, 6714, -319, 3583, 5000, 5017, 5000, 0, 6774, 0
240000, 37, 1769, 842, 14015, 0, 1317, 566, 0, 14015, 0, 1317, 0, 0
100000, 31, 32430, 34169, 36495, 36910, 37838, 38457, 2579, 2905, 1320, 1522, 1400, 1419
50000, 29, 47081, 49316, 50409, 45545, 39963, 41145, 3000, 2000, 2000, 2000, 2000, 2000
90000, 25, 33336, 39009, 47657, 52372, 52112, 56257, 10000, 10000, 6000, 1570, 5000, 1363
150000, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
340000, 31, 589654, 581775, 572677, 384060, 304508, 247178, 3000, 0, 0, 1000, 4320, 287982
120000, 47, 118148, 118593, 101152, 80503, 75407, 77157, 5033, 5000, 3007, 3000, 3000, 3000
220000, 32, 183718, 172250, 175771, 180794, 184650, 167856, 6243, 6376, 7942, 8270, 170000, 6002
20000, 29, 0, 2494, 3967, 1364, 600, 0, 2494, 3967, 1370, 600, 0, 0
400000, 38, 123, 123, 123, 0, 349, 0, 123, 123, 0, 349, 0, 0
270000, 45, 1526, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30000, 22, 8066, 4869, 3781, 1991, 3951, 2612, 4869, 4000, 1991, 3951, 2612, 2668
360000, 35, 10621, 0, 0, 0, 150, 137, 0, 0, 0, 150, 137, 0
360000, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
50000, 24, 44159, 41904, 46174, 40675, 0, 0, 5000, 5000, 2000, 0, 0, 0
80000, 27, 390, 390, 390, 390, 390, 930, 390, 390, 390, 390, 930, 0
290000, 32, 146853, 139756, 136012, 136466, 136929, 132179, 1503, 5400, 5200, 5000, 4667, 5000
60000, 48, 59063, 53377, 37418, 37543, 35447, 35641, 2000, 1900, 1500, 1300, 1300, 1300
50000, 26, 49028, 49740, 780, 390, 850, 18460, 2400, 780, 0, 850, 18000, 1000
10000, 53, 9269, 10400, 0, 0, 0, 0, 1400, 0, 0, 0, 0, 0
110000, 24, 111863, 111569, 110768, 110480, 48708, 47060, 6001, 5000, 5060, 2000, 3000, 5000
80000, 24, 2346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
170000, 35, 0, 3209, 0, 0, 0, 0, 3209, 0, 0, 0, 0, 0
180000, 43, 8657, 6847, 18762, 22928, 3129, 2398, 6847, 18762, 22928, 0, 2398, 23149
360000, 52, 6658, 2598, 1138, 6730, 3595, 2915, 2610, 1240, 6763, 3613, 2930, 47183
